name,categoryName,website,phone,address,Suburb,state,countryCode,postalCode,location/lat,location/lng,totalScore,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar
Master Roll Vietnam (South Yarra) - Best Banh Mi Best Rice Paper Rolls,Restaurant,http://masterroll.com.au/,+61 3 9078 8754,"169 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8389918,144.9926075,4.1,362,218,57,46,22,19
Bay 101,Restaurant,https://www.bay101.com.au/,+61 3 9646 6088,"7/101 Bay St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.8410152,144.93986,4.1,356,199,77,28,42,10
Parrot House Restaurant,Restaurant,,+61 3 9372 6688,"293-295 Racecourse Rd, Flemington VIC 3031, Australia",Flemington,Victoria,AU,3031,-37.7885133,144.9312343,4.1,351,169,103,28,41,10
Kickin'Inn Port Melbourne,Restaurant,http://www.kickininn.com.au/,+61 3 8001 8188,"309 Bay St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.8364898,144.9439442,4.1,333,203,45,40,25,20
Phat Milk,Cafe,http://phatmilkcafe.com.au/,+61 3 9372 1134,"208 Mt Alexander Rd, Travancore VIC 3032, Australia",Travancore,Victoria,AU,3032,-37.780876,144.932568,4.1,311,182,52,33,29,15
La Porchetta South Yarra,Restaurant,http://www.laporchetta.com.au/,+61 3 9866 4938,"93 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8385453,144.989567,4.1,291,148,78,23,30,12
Silks,Restaurant,https://www.crownmelbourne.com.au/restaurants/premium/silks/info-booking?utm_source=google&utm_medium=organic&utm_content=silks&utm_campaign=gmb,+61 3 9292 5777,"Level 1 Crown Towers, Crown Melbourne, 8 Whiteman St, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8218012,144.9601499,4.1,260,153,35,23,32,17
Mr. Hive Kitchen & Bar,Restaurant,https://www.crownmelbourne.com.au/restaurants/premium/mr-hive/info-booking?utm_source=google&utm_medium=organic&utm_content=mr._hive_kitchen_&_bar&utm_campaign=gmb,+61 3 9292 5777,"Level 1 Crown Metropol, Crown Melbourne, 8 Whiteman St, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8255556,144.9575,4.1,252,133,58,21,27,13
1932 Cafe & Restaurant,Cafe,http://manchesterunitybuilding.com.au/1932-cafe-restaurant/,+61 3 9663 5494,"220 Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.815345,144.9663045,4.1,232,117,68,12,23,12
Hwatu - Korean Street Style Eatery,Restaurant,https://www.mryum.com/hwatu,+61 3 8597 8823,"1/F, 173 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.801606,144.966477,4.1,229,127,51,23,19,9
Rock Sugar Melbourne,Restaurant,http://www.rocksugar.com.au/,+61 3 9826 2888,"477 Malvern Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8478211,145.0023923,4.1,223,129,33,17,24,20
Me Dee Thai Restaurant,Restaurant,,+61 3 9650 1260,"Shop 2/108 Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8117621,144.9697173,4.1,214,110,58,17,23,6
Nefes,Restaurant,,+61 3 9639 4870,"174-178 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.8030575,144.9668025,4.1,213,151,12,34,5,11
The Kathmandu Cottage,Restaurant,,+61 3 9329 3960,"349 Victoria St, West Melbourne VIC 3003, Australia",West Melbourne,Victoria,AU,3003,-37.805392,144.9498101,4.1,203,121,35,21,16,10
East Imperial,Restaurant,http://www.eastimperial.com.au/,+61 3 9347 3322,"323 Rathdowne St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.7991068,144.9700406,4.1,198,104,47,16,23,8
Mad Duck Cafe,Cafe,,+61 3 9681 8882,"Yarra's Edge, 92 River Esplanade, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8244423,144.9444334,4.1,196,104,49,11,18,14
Oskar Pizza,Restaurant,https://oskar-pizza.com.au/,+61 3 9329 1585,"7 Errol St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.804807,144.949046,4.1,156,87,33,17,14,5
Parkside,Cafe,http://www.parksideinparkville.com.au/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business%20Page,+61 3 9347 1222,"369 Royal Parade, Parkville VIC 3052, Australia",Parkville,Victoria,AU,3052,-37.7849727,144.9586345,4.1,154,81,40,13,18,2
Bella Cosi,Cafe,https://www.bellacosi.net.au/,+61 3 9676 2775,"71 Beach St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.841789,144.936162,4.1,135,92,14,21,4,4
Zambrero Parkville,Restaurant,https://www.zambrero.com.au/locations/parkville,+61 456 741 834,"Eastern Resource Centre, University of Melbourne, Parkville VIC 3052, Australia",Parkville,Victoria,AU,3052,-37.7994376,144.9626088,4.1,103,51,27,4,14,7
Secret Kitchen Chinatown,Restaurant,http://secret-kitchen.com.au/,+61 3 9988 7778,"222 Exhibition St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8109099,144.9703044,4,1834,822,556,186,196,74
Red Pepper,Restaurant,http://www.redpepperindianrestaurant.com/,+61 3 9654 5714,"14-16 Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.811314,144.972481,4,1803,963,414,196,156,74
Om Vegetarian,Restaurant,http://omvegetarian.com/,+61 3 9639 9412,"Shop 4-5/227 Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8158276,144.9663033,4,1509,708,383,128,207,83
Pepper Lunch,Restaurant,http://www.pepperlunch.com.au/,+61 3 9078 6388,"311 Elizabeth St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8113889,144.9616667,4,1301,603,396,106,146,50
Dragon Hot Pot Russell St,Restaurant,http://dragonhotpot.com.au/,+61 3 9662 1833,"213 Russell St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8115523,144.9672726,4,1125,570,295,119,91,50
Hophaus Bar,Bar,http://hophaus.com.au/,+61 3 9682 5900,"MR5/3 Southgate Ave, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.820243,144.965657,4,919,402,296,48,129,44
Dainty Sichuan Food ?????- South Yarra Store,Restaurant,http://daintysichuanfood.com.au/cn,+61 3 9078 1686,"176 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8393109,144.9930073,4,915,473,230,98,75,39
Henry and The Fox,Restaurant,https://www.henryandthefox.com.au/,+61 3 9614 3277,"525 Little Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8171167,144.9572444,4,905,345,346,47,129,38
Cafe Notturno,Cafe,,+61 3 9347 8286,"179 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.8014725,144.966634,4,891,443,228,71,111,38
Supper Inn,Restaurant,https://www.facebook.com/pages/Supper-Inn/153690991329647,+61 3 9663 4759,"Level 1/15 Celestial Ave, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8118638,144.966165,4,727,331,207,71,82,36
Piccolo Mondo,Restaurant,http://piccolomondo.restaurant/,+61 3 9650 9064,"240 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.8015563,144.9671139,4,644,373,99,84,43,45
Ca De Vin,Restaurant,https://www.cadevin.com/,+61 3 9654 3639,"Melbourne GPO, 350 Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8138627,144.9636075,4,607,295,163,58,63,28
Grill'd Southern Cross,Restaurant,https://www.grilld.com.au/restaurants/victoria/melbourne/southern-cross#GoogleLocal,+61 3 9670 4100,"Southern Cross Station Cnr Collins St &, Spencer St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.818963,144.9536221,4,574,269,175,47,62,21
Ginza Teppanyaki,Restaurant,https://ginzateppanyaki.com.au/,+61 3 9663 1155,"139 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8117282,144.9684233,4,563,301,131,63,43,25
Wagyu One,Restaurant,https://wagyuone.com.au/,+61 3 9639 7198,"122 Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8120687,144.9695645,4,505,254,127,63,49,12
Persian Room 248 Restaurant,Restaurant,http://persianroomrestaurant.com.au/,+61 3 9826 4835,"248 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8396168,144.9952318,4,492,265,109,63,41,14
Bistro Guillaume,Restaurant,https://www.crownmelbourne.com.au/restaurants/premium/bistro-guillaume/info-booking?utm_source=google&utm_medium=organic&utm_id=gmb,+61 3 9292 5777,"8, Riverside, Crown Melbourne, Whiteman St, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8221868,144.9594149,4,477,249,100,49,45,34
Rosetta Ristorante,Restaurant,https://www.rosettarestaurant.com.au/,+61 3 9081 0534,"Crown Riverwalk, Crown Melbourne, 8 Whiteman St, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8215883,144.9605757,4,464,251,94,56,35,28
90 Secondi,Restaurant,http://90secondi.com.au/,+61 3 9600 2841,"1/700 Bourke St, Docklands VIC 3000, Australia",Docklands,Victoria,AU,3000,-37.8176925,144.9486753,4,405,174,127,27,61,16
"Achelya Restaurant, Cafe & Bar",Restaurant,http://www.achelya.com.au/,+61 3 9602 2234,"23 Aquitania Way, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.814172,144.942681,4,395,226,60,51,35,23
Eat All Korean BBQ Buffet,Restaurant,http://www.eatallbbq.com.au/,+61 433 630 408,"156 Peel St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8042819,144.9566416,4,388,195,97,50,33,13
OhGam Korean BBQ Buffet,Restaurant,https://www.facebook.com/ohgam17,+61 481 333 690,"shop 1/139 Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8107439,144.968102,4,381,199,81,42,39,20
Kanpai,Restaurant,http://www.kanpai.com.au/,+61 3 9827 4379,"569 Chapel St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8405556,144.9952778,4,303,162,63,33,31,14
Biryani King Docklands,Restaurant,https://www.biryanikingrestaurant.com.au/,+61 3 8698 9999,"62 Newquay Promenade, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.815038,144.9410054,4,279,176,31,49,18,5
Intersection Cafe Carlton,Takeout Restaurant,https://www.intersectioncafe.com.au/,+61 3 9349 5046,"341 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.7972947,144.9673149,4,193,91,49,18,25,10
Smile Thai Cuisine,Restaurant,http://facebook.com/ismilethaicuisine,+61 3 9329 5568,"357 Victoria St, West Melbourne VIC 3003, Australia",West Melbourne,Victoria,AU,3003,-37.8053499,144.9496255,4,190,110,33,22,15,10
The Pancake Parlour District Docklands,Restaurant,/url?q=http://www.pancakeparlour.com.au/&sa=U&ved=0ahUKEwjExp7YlM76AhW9jIkEHbAbBbYQ61gIGygQ&usg=AOvVaw0t22VSwZqNBQYms9F9yox2,+61 3 9642 7494,"440 Docklands Dr, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8120661,144.9368356,4,173,87,42,16,18,10
The Fair Trader,Restaurant,http://www.thefairtradercafebar.com.au/,+61 3 9041 7032,"11 Exhibition St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8155787,144.9718577,4,145,59,51,9,19,7
Mr. Tod Cafe,Cafe,http://eurekahospitality.com.au/,+61 3 9654 5477,"2 St Andrews Pl, East Melbourne VIC 3002, Australia",East Melbourne,Victoria,AU,3002,-37.8117108,144.9757089,4,141,56,55,6,15,9
Poké Me South Yarra,Restaurant,http://www.pokeme.life/,+61 458 465 863,"180 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8392723,144.9931577,4,136,69,31,11,14,11
Grocery Bar East Melbourne,Cafe,,+61 3 9419 4659,"5/412-442 Victoria Parade, East Melbourne VIC 3002, Australia",East Melbourne,Victoria,AU,3002,-37.8099179,144.985236,4,124,71,23,17,6,7
Little Collins St Kitchen,Restaurant,/url?q=https://www.lcskmelbournerestaurant.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3DMyBusiness%26utm_content%3DMain&sa=U&ved=0ahUKEwjyyNjck876AhXIrYkEHWWKAZcQ61gIGygQ&usg=AOvVaw0L4MBIVhI0uG6C-yXSi0K-,+61 3 9290 1056,"1/27 Little Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8127501,144.9725559,4,123,55,34,6,18,10
So Thai,Restaurant,https://www.sothaitapas.com/,+61 3 9329 5855,"25/31 Peel St, West Melbourne VIC 3003, Australia",West Melbourne,Victoria,AU,3003,-37.807613,144.9554257,4,122,66,28,16,8,4
Mr Grazier,Restaurant,https://facebook.com/pages/Mr-Grazier/1420371801512345,+61 3 9975 8088,"700 Bourke St, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8174518,144.9497043,4,113,47,38,9,14,5
ArtVo,"Art, Museum & Theater",http://www.artvo.com.au/,+61 3 9600 1118,"Shop NCF, 07 Level/1 26 Star Cres, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8128346,144.9376494,4.6,2020,1511,364,35,88,22
Australian Centre for Contemporary Art,"Art, Museum & Theater",http://www.acca.melbourne/,+61 3 9697 9999,"111 Sturt St, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8265889,144.9670222,4.2,415,219,114,15,49,18
National Gallery of Victoria,"Art, Museum & Theater",https://www.ngv.vic.gov.au/,+61 3 8620 2222,"180 St Kilda Rd, Melbourne VIC 3006, Australia",Melbourne,Victoria,AU,3006,-37.8225942,144.9689278,4.7,16417,12728,2911,166,497,115
The Ian Potter Centre: NGV Australia,"Art, Museum & Theater",http://www.ngv.vic.gov.au/,+61 3 8620 2222,"Federation Square, Flinders St &, Russell St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8170507,144.9697357,4.6,1514,1095,324,16,65,14
Hellenic Museum,"Art, Museum & Theater",http://www.hellenic.org.au/,+61 3 8615 9016,"280 William St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8121451,144.9571255,4.6,307,216,66,4,17,4
Immigration Museum,"Art, Museum & Theater",https://museumsvictoria.com.au/immigrationmuseum/,+61 131102,"400 Flinders St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8192442,144.9604547,4.4,2184,1290,561,48,224,61
Melbourne Museum,"Art, Museum & Theater",https://museumsvictoria.com.au/melbournemuseum,+61 131102,"11 Nicholson St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.803273,144.9717408,4.6,11716,8474,2530,120,498,94
ACMI,"Art, Museum & Theater",http://www.acmi.net.au/,+61 3 8663 2200,"Federation Square, Flinders St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8175974,144.9686881,4.7,3250,2390,688,24,119,29
Australian Sports Museum,"Art, Museum & Theater",http://www.australiansportsmuseum.org.au/,+61 3 9657 8879,"Gate 3,Melbourne Cricket Ground Yarra Park, Brunton Ave, East Melbourne VIC 3002, Australia",East Melbourne,Victoria,AU,3002,-37.8199669,144.9834493,4.6,460,317,107,7,23,6
Old Melbourne Gaol,"Art, Museum & Theater",http://www.oldmelbournegaol.com.au/,+61 3 9656 9889,"377 Russell St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.807832,144.9653171,4.5,2400,1514,625,39,190,32
Old Treasury Building,"Art, Museum & Theater",http://www.oldtreasurybuilding.org.au/,+61 3 9651 2233,"20 Spring St, East Melbourne VIC 3002, Australia",East Melbourne,Victoria,AU,3002,-37.8135825,144.9738786,4.5,1151,714,337,5,84,11
Royal Exhibition Building,Convention center,https://museumsvictoria.com.au/reb/,+61 3 9270 5000,"9 Nicholson St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.8046891,144.9716502,4.6,4591,3212,1058,54,233,34
Royal Botanic Gardens Victoria - Melbourne Gardens,Garden & Park,https://www.rbg.vic.gov.au/,+61 3 9252 2300,"Melbourne VIC 3004, Australia",Melbourne,Victoria,AU,3004,-37.8303689,144.9796056,4.8,12624,10503,1779,59,243,40
Birrarung Marr,Garden & Park,,+61 3 9658 9658,"Melbourne VIC 3004, Australia",Melbourne,Victoria,AU,3004,-37.8187351,144.9742624,4.5,2633,1561,801,26,210,35
Fitzroy Gardens,Garden & Park,https://www.melbourne.vic.gov.au/community/parks-open-spaces/major-parks-gardens/pages/fitzroy-gardens.aspx,+61 3 9658 9658,"Wellington Parade, East Melbourne VIC 3002, Australia",East Melbourne,Victoria,AU,3002,-37.8127215,144.9800679,4.7,5377,3982,1127,28,214,26
Flagstaff Gardens,Garden & Park,https://www.melbourne.vic.gov.au/community/parks-open-spaces/Pages/parks-open-spaces.aspx,+61 3 9658 9658,"309-311 William St, West Melbourne VIC 3003, Australia",West Melbourne,Victoria,AU,3003,-37.8105577,144.9545199,4.6,5837,3850,1607,31,325,24
Treasury Gardens,Garden & Park,https://www.melbourne.vic.gov.au/community/parks-open-spaces/major-parks-gardens/Pages/treasury-gardens.aspx,+61 3 9658 9658,"2-18 Spring St, East Melbourne VIC 3002, Australia",East Melbourne,Victoria,AU,3002,-37.8143335,144.9759842,4.6,1530,1076,354,9,86,5
Queen Victoria Market,Market,http://www.qvm.com.au/,+61 3 9320 5822,"Queen St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8075798,144.956785,4.5,40119,24548,11191,395,3332,653
South Melbourne Market,Market,https://www.southmelbournemarket.com.au/,+61 3 9209 6295,"322-326 Coventry St, South Melbourne VIC 3205, Australia",South Melbourne,Victoria,AU,3205,-37.8320111,144.9559391,4.6,13846,9407,3504,122,698,115
Fed Square,Tourist attraction,https://www.fedsquare.com/,+61 3 9655 1900,"Swanston St & Flinders St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8179789,144.9690576,4.5,2271,1447,601,50,134,39
City Library,Public library,https://www.melbourne.vic.gov.au/community/libraries/Pages/libraries.aspx,+61 3 9658 9500,"253 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8168425,144.9658808,4.5,242,158,56,6,16,6
Crown Melbourne,Tourist attraction,https://www.crownmelbourne.com.au/?utm_source=google&utm_medium=organic&utm_content=crown_melbourne&utm_campaign=gmb,+61 3 9292 8888,"8 Whiteman St, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8235301,144.9580953,4.4,41964,25132,10909,1453,3515,955
"St Paul's Cathedral, Melbourne",Tourist attraction,https://cathedral.org.au/,+61 3 9653 4333,"Flinders St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.817029,144.967687,4.6,2304,1630,502,20,138,14
St Patrick's Cathedral,Tourist attraction,http://www.cam.org.au/cathedral,+61 3 9662 2233,"1 Cathedral Pl, East Melbourne VIC 3002, Australia",East Melbourne,Victoria,AU,3002,-37.8100833,144.9764167,4.7,2502,1894,475,30,93,10
Melbourne Town Hall,Tourist attraction,https://www.melbourne.vic.gov.au/Pages/home.aspx,+61 3 9658 9658,"90-130 Swanston St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8150856,144.9665653,4.5,303,209,60,10,22,2
Parliament House,Tourist attraction,https://www.parliament.vic.gov.au/,+61 3 9651 8911,"Spring St, East Melbourne VIC 3002, Australia",East Melbourne,Victoria,AU,3002,-37.8110469,144.973821,4.1,359,198,91,38,26,6
Nicholas Building,Tourist attraction,http://thenicholasbuilding.blogspot.com.au/,+61 3 9654 3222,"37 Swanston St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8167088,144.9667771,4.5,116,73,30,2,10,1
Chinatown Melbourne,Tourist attraction,http://chinatownmelbourne.com.au/,+61 474 043 600,"Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.812006,144.9668036,4.2,4963,2482,1516,105,717,143
Melbourne Skydeck,Tourist attraction,http://www.melbourneskydeck.com.au/,+61 3 9693 8888,"7 Riverside Quay, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8213341,144.9646982,4.5,12053,7934,2969,158,828,164
Arts Centre Melbourne,Tourist attraction,https://www.artscentremelbourne.com.au/,+61 1300 182 183,"100 St Kilda Rd, Melbourne VIC 3004, Australia",Melbourne,Victoria,AU,3004,-37.820183,144.9681048,4.7,6682,4849,1497,43,256,37
State Library Victoria,Tourist attraction,https://www.slv.vic.gov.au/,+61 3 8664 7000,"328 Swanston St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8098087,144.9651897,4.7,2138,1736,303,43,45,11
Spirit Of Melbourne Cruising Restaurant,Tourist attraction,http://www.melbcruises.com.au/,+61 3 8610 2600,"Southbank Promenade, Southbank Berth 1, Melbourne VIC 3006, Australia",Melbourne,Victoria,AU,3006,-37.8199496,144.9655336,4.4,128,87,25,10,3,3
Cooks' Cottage,Tourist attraction,https://whatson.melbourne.vic.gov.au/things-to-do/cooks-cottage,+61 3 9658 9658,"Fitzroy Gardens, Wellington Parade, East Melbourne VIC 3002, Australia",East Melbourne,Victoria,AU,3002,-37.8144963,144.9794409,4.3,1523,795,446,26,212,44
Melbourne River Cruises,Tourist attraction,https://www.melbcruises.com.au/,+61 3 8610 2600,"Berth 2, Southbank Promenade, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8199185,144.965806,4.3,740,446,163,39,73,19
Shrine of Remembrance,Tourist attraction,http://www.shrine.org.au/,+61 3 9661 8100,"Birdwood Ave, Melbourne VIC 3001, Australia",Melbourne,Victoria,AU,3001,-37.8305164,144.9734319,4.8,6147,4971,992,12,147,25
Flinders Street Railway Station,Tourist attraction,https://www.ptv.vic.gov.au/,+61 3 9610 7476,"Flinders St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8182711,144.9670618,4.4,1906,1148,501,60,155,42
SEA LIFE Melbourne Aquarium,Zoo & Aquarium,https://www.visitsealife.com/melbourne/?utm_source=gmb&utm_medium=organic&utm_campaign=yext&utm_content=2,,"King St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.820627,144.95822,4.3,12774,7144,3641,323,1297,369
Melbourne Zoo,Zoo & Aquarium,https://www.zoo.org.au/melbourne,+61 1300 966 784,"Elliott Ave, Parkville VIC 3052, Australia",Parkville,Victoria,AU,3052,-37.7841346,144.9515473,4.4,4038,2709,770,224,230,105
The Block Arcade,Shopping mall,http://www.theblock.com.au/,+61 3 9654 5244,"282 Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.815795,144.9646665,4.5,2598,1546,802,16,214,20
Melbourne Central,Shopping mall,http://www.melbournecentral.com.au/,+61 3 9922 1122,"Cnr LaTrobe and Swanston Streets, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8102361,144.9627652,4.4,19795,11066,6327,303,1820,279
Royal Arcade,Shopping mall,http://www.royalarcade.com.au/,+61 438 891 212,"335 Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8145388,144.9640625,4.4,3800,2030,1263,22,443,42
Emporium Melbourne,Shopping mall,http://emporiummelbourne.com.au/,+61 3 8609 8221,"287 Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8124234,144.9638295,4.4,14215,7706,4811,166,1347,185
Bourke Street Mall,Shopping mall,https://www.visitvictoria.com/regions/melbourne/destinations/bourke-street-mall,,"Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8137685,144.9644379,4.3,5042,2641,1667,68,585,81
Melbourne's GPO,Shopping mall,http://www.melbournesgpo.com/,+61 3 9290 0200,"350 Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8135391,144.9632758,4.3,2316,1112,815,32,313,44
QV Melbourne,Shopping mall,http://www.qv.com.au/,+61 3 9207 9200,"Cnr Lonsdale Street and, Swanston St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.810632,144.9656403,4.3,9660,4735,3475,129,1170,151
Midtown Melbourne,Shopping mall,,+61 3 9290 0200,"246 Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8130765,144.9658905,4.2,525,227,190,10,84,14
Collins234,Shopping mall,http://collins234.com.au/,+61 3 8539 3001,"234 Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8154695,144.9659663,4.2,245,112,86,3,40,4
Collins Place,Shopping mall,https://www.collinsplace.com.au/,+61 3 9655 3600,"45 Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8144674,144.9733256,4.2,3013,1278,1110,44,521,60
The Strand Melbourne,Shopping mall,http://www.thestrandmelbourne.com/,+61 3 9290 0200,"250 Elizabeth St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8127823,144.9627044,4.2,504,232,181,4,73,14
Southgate,Shopping mall,http://www.southgatemelbourne.com.au/,+61 3 9960 8100,"3 Southgate Ave, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8203389,144.9660726,4.2,3678,1654,1293,57,577,97
The District Docklands,Shopping mall,https://www.thedistrictdocklands.com.au/,+61 3 9328 8600,"440 Docklands Dr, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8125536,144.9369982,4.1,8383,3805,2659,211,1336,372
Spencer Outlet Centre,Shopping mall,http://www.spenceroutletcentre.com.au/,+61 3 8689 7577,"201 Spencer St, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8163889,144.9525,4.1,6884,2858,2420,130,1262,214
Midcity Centre,Shopping mall,https://www.midcitycentre.com.au/,+61 3 9275 7777,"200 Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8128004,144.9674292,4.1,218,93,65,3,45,12
St. Collins Lane,Shopping mall,https://stcollinslane.com.au/?utm_source=google&utm_medium=directory-organic&utm_campaign=my-business-profile,,"260 Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8156628,144.9649979,4.1,556,249,191,19,77,20
Centreway Arcade,Shopping mall,,,"Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8160656,144.965325,4.1,118,49,42,2,24,1
