name,categoryName,website,phone,address,Suburb,state,countryCode,postalCode,location/lat,location/lng,rank,totalScore,Total number of review,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,cid,isAdvertisement,locatedIn,menu,neighborhood,permanentlyClosed,placeId,plusCode,price,scrapedAt,searchPageUrl,searchString,street,subTitle,temporarilyClosed,url
ReadySet Apartments on Spencer,Serviced accommodation,https://readyset.holidayfuture.com/map,+61 3 9021 2466,"200 Spencer St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.816228,144.9532465,91,2.1,18,9,2,0,6,1,0,Serviced accommodation,Extended stay hotel,Group accommodation,Holiday accommodation service,Holiday apartment rental,Student housing center,,,,8.72E+18,FALSE,,,200 Spencer St,FALSE,ChIJUZmNuL5d1moRHJYpNs1wEHk,"5XM3+G7 Melbourne, Victoria, Australia",,8/10/2022 2:45,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,200 Spencer St,,FALSE,"https://www.google.com/maps/place/ReadySet+Apartments+on+Spencer/@-37.816228,144.9532465,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65dbeb88d9951:0x791070cd3629961c!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.816228!4d144.9532465?hl=en"
Quincy Hotel Melbourne,Hotel,https://quincymelbourne.com/?utm_source=googleplaces&utm_medium=organic&utm_campaign=googleplaces&utm_content=quincy-melbourne,+61 3 9492 7400,"509 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8195657,144.9569817,89,4.4,268,134,94,17,5,12,6,Hotel,,,,,,,,,5.80E+17,FALSE,,,509 Flinders Ln,FALSE,ChIJNeqfjU1d1moR-DH-1Um7DAg,"5XJ4+5Q Melbourne, Victoria, Australia",,8/10/2022 2:45,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,509 Flinders Ln,,FALSE,"https://www.google.com/maps/place/Quincy+Hotel+Melbourne/@-37.8195657,144.9569817,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d4d8d9fea35:0x80cbb49d5fe31f8!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8195657!4d144.9569817?hl=en"
Seasons Heritage Melbourne,Hotel,https://www.seasonsheritagemelbourne.com.au/,+61 3 8506 8888,"572 St Kilda Rd, Melbourne VIC 3004, Australia",Melbourne,Victoria,AU,3004,-37.8477217,144.9786976,81,3.4,784,392,103,112,70,83,24,Hotel,,,,,,,,,1.34E+19,FALSE,,,572 St Kilda Rd,FALSE,ChIJM4XYPBdo1moRIfRnimvoiro,"5X2H+WF Melbourne, Victoria, Australia",,8/10/2022 2:45,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,572 St Kilda Rd,,FALSE,"https://www.google.com/maps/place/Seasons+Heritage+Melbourne/@-37.8477217,144.9786976,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad668173cd88533:0xba8ae86b8a67f421!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8477594!4d144.9785414?hl=en"
Hilton Melbourne Little Queen Street,Hotel,https://www.hilton.com/en/hotels/melamhi-hilton-melbourne-little-queen-street/?SEO_id=GMB-APAC-HI-MELAMHI,+61 3 9116 8888,"18 Little Queen St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8147638,144.9595096,76,4.3,444,222,149,29,15,18,11,Hotel,Event venue,,,,,,,,5.31E+18,FALSE,,,18 Little Queen St,FALSE,ChIJW3Tj5exd1moRi1YJgr_hu0k,"5XP5+3R Melbourne, Victoria, Australia",,8/10/2022 2:45,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,18 Little Queen St,,FALSE,"https://www.google.com/maps/place/Hilton+Melbourne+Little+Queen+Street/@-37.8147638,144.9595096,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65dece5e3745b:0x49bbe1bf8209568b!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8147638!4d144.9595096?hl=en"
W Melbourne,Hotel,https://www.marriott.com/en-us/hotels/melwh-w-melbourne/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+61 3 9113 8800,"408 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.818148,144.960499,74,3.9,534,267,156,33,44,17,17,Hotel,Meeting planning service,Wedding venue,,,,,,,1.81E+18,FALSE,,,408 Flinders Ln,FALSE,ChIJQ8y1Nvtd1moRvV7M4qXFKRk,"5XJ6+P5 Melbourne, Victoria, Australia",,8/10/2022 2:45,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,408 Flinders Ln,,FALSE,"https://www.google.com/maps/place/W+Melbourne/@-37.818148,144.960499,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65dfb36b5cc43:0x1929c5a5e2cc5ebd!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.818148!4d144.960499?hl=en"
HOTEL NO,Hotel,https://hotelno.melbourne/,+61 1300 146 567,"388 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8179861,144.9610528,73,4.5,552,276,209,32,12,17,6,Hotel,Group accommodation,,,,,,,,5.46E+18,FALSE,,,388 Flinders Ln,FALSE,ChIJ83IGzUxd1moRLvASTVfwwEs,"5XJ6+RC Melbourne, Victoria, Australia",,8/10/2022 2:45,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,388 Flinders Ln,,FALSE,"https://www.google.com/maps/place/HOTEL+NO/@-37.8179861,144.9610528,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d4ccd0672f3:0x4bc0f0574d12f02e!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8179861!4d144.9610528?hl=en"
Winston Apartments,Serviced accommodation,http://www.winstonapartments.com.au/,+61 433 377 770,"568 Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8183726,144.9555337,70,4,362,181,81,59,15,17,9,Serviced accommodation,,,,,,,,,1.76E+18,FALSE,,,568 Collins St,FALSE,ChIJUSH-CE5d1moRkiEEXRC0Xhg,"5XJ4+M6 Melbourne, Victoria, Australia",,8/10/2022 2:45,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,568 Collins St,,FALSE,"https://www.google.com/maps/place/Winston+Apartments/@-37.8183726,144.9555337,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d4e08fe2151:0x185eb4105d042192!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8183726!4d144.9555337?hl=en"
City Square Motel,Motel,http://www.citysquaremotel.com.au/,+61 3 9664 1700,"67 Swanston St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.815961,144.9665042,68,3.6,460,230,73,70,28,41,18,Motel,,,,,,,,,1.73E+19,FALSE,,,67 Swanston St,FALSE,ChIJhW7a1LVC1moRZPdJPImNuvA,"5XM8+JJ Melbourne, Victoria, Australia",,8/10/2022 2:46,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,67 Swanston St,,FALSE,"https://www.google.com/maps/place/City+Square+Motel/@-37.815961,144.9665042,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642b5d4da6e85:0xf0ba8d893c49f764!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8159492!4d144.9665537?hl=en"
"InterContinental Melbourne, an IHG Hotel",Hotel,https://www.ihg.com/intercontinental/hotels/us/en//melbourne/melha/hoteldetail,+61 3 8627 1400,"495 Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8181299,144.9579617,67,4.4,2712,1356,818,399,36,78,25,Hotel,Conference center,Wedding venue,,,,,,,8.10E+18,FALSE,,,495 Collins St,FALSE,ChIJq4e4sU1d1moRmTYm28wHYnA,"5XJ5+P5 Melbourne, Victoria, Australia",$$$$,8/10/2022 2:46,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,495 Collins St,,FALSE,"https://www.google.com/maps/place/InterContinental+Melbourne,+an+IHG+Hotel/@-37.8181299,144.9579617,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d4db1b887ab:0x706207ccdb263699!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8181299!4d144.9579617?hl=en"
Hyatt Centric Melbourne,Hotel,https://www.hyatt.com/en-US/hotel/australia/hyatt-centric-melbourne/melct?src=corp_lclb_gmb_seo_melct,+61 3 9120 1234,"25 Downie St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8202336,144.9555669,64,4.2,180,90,51,19,3,11,6,Hotel,,,,,,,,,1.38E+19,FALSE,,,25 Downie St,FALSE,ChIJaxp09lFd1moRixjn1iU6cb8,"5XH4+W6 Melbourne, Victoria, Australia",,8/10/2022 2:46,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,25 Downie St,,FALSE,"https://www.google.com/maps/place/Hyatt+Centric+Melbourne/@-37.8202336,144.9555669,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d51f6741a6b:0xbf713a25d6e7188b!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8202336!4d144.9555669?hl=en"
Mövenpick Hotel Melbourne On Spencer,Hotel,https://all.accor.com/hotel/B6L9/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MjI3MDQ1ODMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9600 5400,"160 Spencer St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8174381,144.9536554,63,4.4,202,101,67,21,5,6,2,Hotel,,,,,,,,,6.33E+18,FALSE,,,160 Spencer St,FALSE,ChIJK2mz_fZd1moR9Slhs0zl2lc,"5XM3+2F Melbourne, Victoria, Australia",,8/10/2022 2:46,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,160 Spencer St,,FALSE,"https://www.google.com/maps/place/M%C3%B6venpick+Hotel+Melbourne+On+Spencer/@-37.8174381,144.9536554,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65df6fdb3692b:0x57dae54cb36129f5!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8174381!4d144.9536554?hl=en"
Oaks Melbourne on Lonsdale Suites,Hotel,https://www.oakshotels.com/en/oaks-on-lonsdale?utm_description=GoogleMyBusiness&utm_campaign=GMBLonsdale&utm_source=GoogleMyBusiness&utm_medium=GMBLonsdale,+61 1300 880 229,"23-33 Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8098324,144.971403,79,3.9,1188,594,216,221,34,86,37,Hotel,Serviced accommodation,,,,,,,,6.19E+18,FALSE,,,23-33 Lonsdale St,FALSE,ChIJDe6aRM9C1moRL7ocD-DM1lU,"5XRC+3H Melbourne, Victoria, Australia",,8/10/2022 2:46,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,23-33 Lonsdale St,,FALSE,"https://www.google.com/maps/place/Oaks+Melbourne+on+Lonsdale+Suites/@-37.8098324,144.971403,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642cf449aee0d:0x55d6cce00f1cba2f!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8097753!4d144.9713423?hl=en"
Oaks Melbourne on William Suites,Hotel,https://www.oakshotels.com/en/oaks-on-william?utm_description=GoogleMyBusiness&utm_campaign=GMBWilliam&utm_source=GoogleMyBusiness&utm_medium=GMBWilliam,+61 1300 554 275,"350 William St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8113063,144.9565716,78,4.2,2184,1092,519,389,49,110,25,Hotel,Serviced accommodation,,,,,,,,7.20E+16,FALSE,,,350 William St,FALSE,ChIJTWD_GUpd1moRm6QB2CLL_wA,"5XQ4+FJ Melbourne, Victoria, Australia",,8/10/2022 2:46,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,350 William St,,FALSE,"https://www.google.com/maps/place/Oaks+Melbourne+on+William+Suites/@-37.8113063,144.9565716,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4a19ff604d:0xffcb22d801a49b!5m2!4m1!1i2!8m2!3d-37.8113063!4d144.9565716?hl=en"
The Hotel Windsor,Hotel,http://www.thehotelwindsor.com.au/,+61 3 9633 6000,"111 Spring St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.812125,144.9729651,77,4.3,3678,1839,1092,448,82,173,44,Hotel,,,,,,,,,1.20E+19,FALSE,,,111 Spring St,FALSE,ChIJc2kjEsZC1moRq3kZOyErJqY,"5XQF+45 Melbourne, Victoria, Australia",$$,8/10/2022 2:46,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,111 Spring St,,FALSE,"https://www.google.com/maps/place/The+Hotel+Windsor/@-37.812125,144.9729651,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642c612236973:0xa6262b213b1979ab!5m2!4m1!1i2!8m2!3d-37.812125!4d144.9729651?hl=en"
Radisson on Flagstaff Gardens Melbourne,Hotel,https://www.radissonhotels.com/en-us/hotels/radisson-melbourne-flagstaff-gardens,+61 3 9322 8000,"380 William St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8103603,144.9560809,75,4.3,1884,942,511,295,25,91,20,Hotel,,,,,,,,,5.59E+18,FALSE,,,380 William St,FALSE,ChIJY35yAUpd1moRN5PFkqkro00,"5XQ4+VC Melbourne, Victoria, Australia",$$,8/10/2022 2:46,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,380 William St,,FALSE,"https://www.google.com/maps/place/Radisson+on+Flagstaff+Gardens+Melbourne/@-37.8103603,144.9560809,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4a01727e63:0x4da32ba992c59337!5m2!4m1!1i2!8m2!3d-37.8103603!4d144.9560809?hl=en"
Scape Living at Aurora,Serviced accommodation,https://www.livingbyscape.com.au/,+61 3 9492 5355,"236 La Trobe St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8097567,144.9623904,66,4.3,142,71,51,7,7,2,4,Serviced accommodation,Student housing center,,,,,,,,7.68E+17,FALSE,,,236 La Trobe St,FALSE,ChIJWfodGstC1moR420N626pqAo,"5XR6+3X Melbourne, Victoria, Australia",,8/10/2022 2:46,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,236 La Trobe St,,FALSE,"https://www.google.com/maps/place/Scape+Living+at+Aurora/@-37.8097567,144.9623904,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642cb1a1dfa59:0xaa8a96eeb0d6de3!5m2!4m1!1i2!8m2!3d-37.8097567!4d144.9623904?hl=en"
Veriu Queen Victoria Market,Serviced accommodation,https://veriu.com.au/hotels/veriu-queen-victoria-market/,+61 1300 964 821,"91 Therry St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8074464,144.9593102,65,,0,0,0,0,0,0,0,Serviced accommodation,Hotel,,,,,,,,9.82E+18,FALSE,,,91 Therry St,FALSE,ChIJuYHvFQ9d1moRl3PHO7kJRYg,"5XV5+2P Melbourne, Victoria, Australia",,8/10/2022 2:46,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,91 Therry St,,FALSE,"https://www.google.com/maps/place/Veriu+Queen+Victoria+Market/@-37.8074464,144.9593102,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d0f15ef81b9:0x884509b93bc77397!5m2!4m1!1i2!8m2!3d-37.8074464!4d144.9593102?hl=en"
Brady Apartment Hotel Hardware Lane,Hotel,http://www.bradyhotels.com.au/hardware-lane,+61 3 8616 8999,"388 Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8124294,144.9608309,64,4.6,80,40,31,6,2,1,0,Hotel,Apartment building,,,,,,,,1.61E+19,FALSE,,,388 Lonsdale St,FALSE,ChIJM9EttY9d1moRYVqxsgvEGt8,"5XQ6+28 Melbourne, Victoria, Australia",,8/10/2022 2:47,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,388 Lonsdale St,,FALSE,"https://www.google.com/maps/place/Brady+Apartment+Hotel+Hardware+Lane/@-37.8124294,144.9608309,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d8fb52dd133:0xdf1ac40bb2b15a61!5m2!4m1!1i2!8m2!3d-37.8124294!4d144.9608309?hl=en"
Lancemore Crossley St.,Hotel,https://www.lancemore.com.au/crossley-st?utm_source=Google%20My%20Business&utm_medium=organic&utm_campaign=Lancemore%20Crossley%20St.%20GMB,+61 3 9639 1639,"51 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8109105,144.9709808,61,4.3,150,75,52,12,5,1,5,Hotel,,,,,,,,,4.93E+18,FALSE,,,51 Little Bourke St,FALSE,ChIJn80wh0xD1moRcGi3N2dHaEQ,"5XQC+J9 Melbourne, Victoria, Australia",,8/10/2022 2:47,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,51 Little Bourke St,,FALSE,"https://www.google.com/maps/place/Lancemore+Crossley+St./@-37.8109105,144.9709808,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad6434c8730cd9f:0x4468476737b76870!5m2!4m1!1i2!8m2!3d-37.8109027!4d144.9709772?hl=en"
Grand Hyatt Melbourne,Hotel,https://www.hyatt.com/en-US/hotel/australia/grand-hyatt-melbourne/melbo?src=corp_lclb_gmb_seo_melbo,+61 3 9657 1234,"123 Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8152075,144.9698275,60,4.5,7626,3813,2482,915,120,229,67,Hotel,,,,,,,,,6.02E+18,FALSE,,,123 Collins St,FALSE,ChIJYSmyK8hC1moReCu7N75RjlM,"5XM9+WW Melbourne, Victoria, Australia",$$$$,8/10/2022 2:47,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,123 Collins St,,FALSE,"https://www.google.com/maps/place/Grand+Hyatt+Melbourne/@-37.8152075,144.9698275,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642c82bb22961:0x538e51be37bb2b78!5m2!4m1!1i2!8m2!3d-37.8152075!4d144.9698275?hl=en"
Stamford Plaza Melbourne,Hotel,https://www.stamford.com.au/spm,+61 3 9659 1000,"111 Little Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8135163,144.9699388,57,4,2570,1285,558,414,88,151,74,Hotel,Bar,Breakfast restaurant,Conference center,Restaurant,Wedding venue,,,,1.76E+19,FALSE,,,111 Little Collins St,FALSE,ChIJc-7BSMhC1moRJadN_SH7-PM,"5XP9+HX Melbourne, Victoria, Australia",$$,8/10/2022 2:47,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,111 Little Collins St,,FALSE,"https://www.google.com/maps/place/Stamford+Plaza+Melbourne/@-37.8135163,144.9699388,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642c848c1ee73:0xf3f8fb21fd4da725!5m2!4m1!1i2!8m2!3d-37.8135163!4d144.9699388?hl=en"
The Victoria Hotel,Hotel,https://www.independentcollection.com.au/accommodation/melbourne-vic/the-victoria-hotel/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+61 3 9669 0000,"215 Little Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8142903,144.9671311,55,4.1,4218,2109,866,795,67,309,72,Hotel,,,,,,,,,8.22E+18,FALSE,,,215 Little Collins St,FALSE,ChIJ62M5mrRC1moR6NLAe6ezBHI,"5XP8+7V Melbourne, Victoria, Australia",,8/10/2022 2:47,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,215 Little Collins St,,FALSE,"https://www.google.com/maps/place/The+Victoria+Hotel/@-37.8142903,144.9671311,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642b49a3963eb:0x7204b3a77bc0d2e8!5m2!4m1!1i2!8m2!3d-37.8142903!4d144.9671311?hl=en"
Oaks Melbourne on Market Hotel,Hotel,https://www.oakshotels.com/en/oaks-on-market?utm_description=GoogleMyBusiness&utm_campaign=GMBMarket&utm_source=GoogleMyBusiness&utm_medium=GMBMarket,+61 1300 790 687,"60 Market St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8177472,144.9607539,50,4.1,2658,1329,588,482,59,160,40,Hotel,Serviced accommodation,,,,,,,,7.80E+18,FALSE,,,60 Market St,FALSE,ChIJX0KgyExd1moRabD2oM7gO2w,"5XJ6+W8 Melbourne, Victoria, Australia",,8/10/2022 2:47,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,60 Market St,,FALSE,"https://www.google.com/maps/place/Oaks+Melbourne+on+Market+Hotel/@-37.8177472,144.9607539,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4cc8a0425f:0x6c3be0cea0f6b069!5m2!4m1!1i2!8m2!3d-37.8177472!4d144.9607539?hl=en"
Clarion Suites Gateway,Hotel,https://www.choicehotels.com/victoria/melbourne/clarion-hotels/au603?mc=llgoxxap,+61 3 9296 8888,"1 William St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8194702,144.9595028,48,4.3,1058,529,270,169,14,66,10,Hotel,,,,,,,,,1.47E+19,FALSE,,,1 William St,FALSE,ChIJ6_b4FU1d1moRNRyHj71o6ss,"5XJ5+6R Melbourne, Victoria, Australia",,8/10/2022 2:47,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,1 William St,,FALSE,"https://www.google.com/maps/place/Clarion+Suites+Gateway/@-37.8194702,144.9595028,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4d15f8f6eb:0xcbea68bd8f871c35!5m2!4m1!1i2!8m2!3d-37.8194702!4d144.9595028?hl=en"
The Village Melbourne,Hostel,http://thevillagehostels.com.au/hostel/melbourne/,+61 3 9329 7525,"167 Franklin St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8088548,144.9592322,78,3.4,480,240,102,33,68,21,16,Hostel,,,,,,,,,4.79E+18,FALSE,,,167 Franklin St,FALSE,ChIJhVWkIndd1moRXFQbSF_mfEI,"5XR5+FM Melbourne, Victoria, Australia",,8/10/2022 2:47,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,167 Franklin St,,FALSE,"https://www.google.com/maps/place/The+Village+Melbourne/@-37.8088548,144.9592322,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d7722a45585:0x427ce65f481b545c!5m2!4m1!1i2!8m2!3d-37.8088548!4d144.9592322?hl=en"
Rendezvous Hotel Melbourne,Hotel,https://rendezvousmelbourne.com.au/?utm_source=googleplaces&utm_medium=organic&utm_campaign=googleplaces&utm_content=rendezvous-melbourne,+61 3 9250 1888,"328 Flinders St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8183324,144.9635426,45,4,3354,1677,683,596,70,262,66,Hotel,Event venue,Restaurant,Wedding venue,,,,,,1.56E+19,FALSE,,,328 Flinders St,FALSE,ChIJj9l7c7NC1moRts0rcsFU3dc,"5XJ7+MC Melbourne, Victoria, Australia",,8/10/2022 2:47,"https://www.google.com/maps/search/hotels+near+Southbank+VIC/@-37.8104413,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,328 Flinders St,,FALSE,"https://www.google.com/maps/place/Rendezvous+Hotel+Melbourne/@-37.8183324,144.9635426,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642b3737bd98f:0xd7dd54c1722bcdb6!5m2!4m1!1i2!8m2!3d-37.8183324!4d144.9635426?hl=en"
Hotel Sophia,Hotel,https://www.hotelsophia.com.au/,+61 3 9081 6635,"277-287 King St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.813675,144.9542,77,2.8,936,468,85,93,135,85,70,Hotel,,,,,,,,,1.36E+19,FALSE,,,277-287 King St,FALSE,ChIJIfX7N0ld1moRGZJPOs6kI7w,"5XP3+GM Melbourne, Victoria, Australia",,8/10/2022 2:47,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,277-287 King St,,FALSE,"https://www.google.com/maps/place/Hotel+Sophia/@-37.813675,144.9542,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4937fbf521:0xbc23a4ce3a4f9219!5m2!4m1!1i2!8m2!3d-37.8136511!4d144.9542829?hl=en"
